url,last_run_time,totalVote,training,inference,others,tensorflow_keras,pytorch,sklearn,executable
https://www.kaggle.com/armandsauzay/shap-interpret-any-ml-model-feature-selection,2023-06-14 13:36:17,19,1,0,0,0,0,1,0
https://www.kaggle.com/armandsauzay/sklearn-all-you-need-to-know,2023-06-14 13:35:25,56,1,1,0,0,0,1,0
https://www.kaggle.com/arpita712/house-price-regression,2024-04-12 15:29:54,24,1,1,0,0,0,1,0
https://www.kaggle.com/arpita712/titanic,2024-04-12 05:25:10,13,1,1,0,0,0,1,0
https://www.kaggle.com/arsteni/submission-xgboost,2024-04-07 19:21:22,12,1,1,0,0,0,1,0
https://www.kaggle.com/artemburenok/house-price-with-kmeansimputer-xgboost,2024-10-10 16:44:54,14,1,1,0,0,0,1,0
https://www.kaggle.com/arthurdwlau/top-4,2023-11-03 08:26:21,11,1,1,0,0,0,1,0
https://www.kaggle.com/artyomkolas/titanic-with-snaplib,2023-03-01 10:14:58,33,0,0,0,0,0,1,0
https://www.kaggle.com/arund8888/spaceship-titanic-classification-models-acc-78,2023-01-06 11:56:29,13,1,1,0,0,0,1,0
https://www.kaggle.com/arund8888/titanic-classification-models-score-73,2023-06-24 09:37:27,21,1,1,0,0,0,1,0
https://www.kaggle.com/arunjangir245/titanic-machine-learning-decisiontreeclassifier,2023-09-05 06:00:45,126,1,1,0,0,0,1,1
https://www.kaggle.com/arunjangir245/titanic-machine-learning-logistic-regression,2023-09-25 15:25:49,130,1,1,0,0,0,1,1
https://www.kaggle.com/arunklenin/space-titanic-eda-advanced-feature-engineering,2024-03-30 13:14:38,165,1,1,0,1,0,1,0
https://www.kaggle.com/aryangupta30/simple-house-prices-prediction-with-explanation,2024-01-24 16:41:27,18,1,1,0,0,0,1,1
https://www.kaggle.com/aryangupta30/spaceship-titanic-0-8-accuracy,2024-01-23 16:41:41,21,1,1,0,0,0,1,0
https://www.kaggle.com/aryankalia17/spaceship-titanic,2024-04-07 10:21:38,24,1,1,0,0,0,1,1
